dataset,criteria,metric,model,error,detection,repair,test_repaired,fairness_impact,accuracy_impact
folktables,rac1p,predictive_parity,XGBoost,missing_values,,impute_median_dummy,True,negative,negative
folktables,rac1p,predictive_parity,XGBoost,missing_values,,impute_mode_mode,True,insignificant,positive
folktables,rac1p,predictive_parity,XGBoost,missing_values,,impute_mode_dummy,True,insignificant,positive
credit,age,predictive_parity,XGBoost,missing_values,,impute_mean_mode,True,insignificant,positive
credit,age,predictive_parity,XGBoost,missing_values,,impute_mean_dummy,True,insignificant,positive
credit,age,predictive_parity,XGBoost,missing_values,,impute_median_mode,True,insignificant,positive
credit,age,predictive_parity,XGBoost,missing_values,,impute_median_dummy,True,insignificant,insignificant
credit,age,predictive_parity,XGBoost,missing_values,,impute_mode_mode,True,insignificant,insignificant
credit,age,predictive_parity,XGBoost,missing_values,,impute_mode_dummy,True,insignificant,insignificant
german,age,predictive_parity,XGBoost,missing_values,,impute_mean_mode,True,insignificant,positive
german,age,predictive_parity,XGBoost,missing_values,,impute_mean_dummy,True,positive,positive
german,age,predictive_parity,XGBoost,missing_values,,impute_median_mode,True,insignificant,positive
german,age,predictive_parity,XGBoost,missing_values,,impute_median_dummy,True,insignificant,positive
german,age,predictive_parity,XGBoost,missing_values,,impute_mode_mode,True,insignificant,positive
german,age,predictive_parity,XGBoost,missing_values,,impute_mode_dummy,True,insignificant,positive
adult,sex,predictive_parity,logistic_regression,mislabel,cleanlab,flip,False,insignificant,positive
adult,race,predictive_parity,logistic_regression,mislabel,cleanlab,flip,False,positive,positive
folktables,sex,predictive_parity,logistic_regression,mislabel,cleanlab,flip,False,positive,positive
folktables,rac1p,predictive_parity,logistic_regression,mislabel,cleanlab,flip,False,positive,positive
credit,age,predictive_parity,logistic_regression,mislabel,cleanlab,flip,False,insignificant,positive
german,age,predictive_parity,logistic_regression,mislabel,cleanlab,flip,False,positive,positive
heart,gender,predictive_parity,logistic_regression,mislabel,cleanlab,flip,False,insignificant,positive
adult,sex,predictive_parity,knn_classification,mislabel,cleanlab,flip,False,positive,positive
adult,race,predictive_parity,knn_classification,mislabel,cleanlab,flip,False,insignificant,positive
folktables,sex,predictive_parity,knn_classification,mislabel,cleanlab,flip,False,insignificant,positive
folktables,rac1p,predictive_parity,knn_classification,mislabel,cleanlab,flip,False,insignificant,positive
credit,age,predictive_parity,knn_classification,mislabel,cleanlab,flip,False,insignificant,insignificant
german,age,predictive_parity,knn_classification,mislabel,cleanlab,flip,False,positive,positive
heart,gender,predictive_parity,knn_classification,mislabel,cleanlab,flip,False,insignificant,positive
adult,sex,predictive_parity,XGBoost,mislabel,cleanlab,flip,False,positive,positive
adult,race,predictive_parity,XGBoost,mislabel,cleanlab,flip,False,positive,positive
folktables,sex,predictive_parity,XGBoost,mislabel,cleanlab,flip,False,positive,positive
folktables,rac1p,predictive_parity,XGBoost,mislabel,cleanlab,flip,False,insignificant,positive
credit,age,predictive_parity,XGBoost,mislabel,cleanlab,flip,False,negative,positive
german,age,predictive_parity,XGBoost,mislabel,cleanlab,flip,False,positive,positive
heart,gender,predictive_parity,XGBoost,mislabel,cleanlab,flip,False,insignificant,insignificant
adult,sex,demographic_parity,logistic_regression,outliers,SD,impute_mean_dummy,True,positive,negative
adult,sex,demographic_parity,logistic_regression,outliers,SD,impute_mode_dummy,True,positive,negative
adult,sex,demographic_parity,logistic_regression,outliers,SD,impute_median_dummy,True,positive,negative
adult,sex,demographic_parity,logistic_regression,outliers,IQR,impute_mean_dummy,True,positive,negative
adult,sex,demographic_parity,logistic_regression,outliers,IQR,impute_mode_dummy,True,positive,negative
adult,sex,demographic_parity,logistic_regression,outliers,IQR,impute_median_dummy,True,positive,negative
adult,sex,demographic_parity,logistic_regression,outliers,IF,impute_mean_dummy,True,positive,negative
adult,sex,demographic_parity,logistic_regression,outliers,IF,impute_mode_dummy,True,positive,negative
adult,sex,demographic_parity,logistic_regression,outliers,IF,impute_median_dummy,True,positive,negative
adult,race,demographic_parity,logistic_regression,outliers,SD,impute_mean_dummy,True,positive,negative
adult,race,demographic_parity,logistic_regression,outliers,SD,impute_mode_dummy,True,positive,negative
adult,race,demographic_parity,logistic_regression,outliers,SD,impute_median_dummy,True,positive,negative
adult,race,demographic_parity,logistic_regression,outliers,IQR,impute_mean_dummy,True,negative,negative
adult,race,demographic_parity,logistic_regression,outliers,IQR,impute_mode_dummy,True,negative,negative
adult,race,demographic_parity,logistic_regression,outliers,IQR,impute_median_dummy,True,negative,negative
adult,race,demographic_parity,logistic_regression,outliers,IF,impute_mean_dummy,True,positive,negative
adult,race,demographic_parity,logistic_regression,outliers,IF,impute_mode_dummy,True,positive,negative
adult,race,demographic_parity,logistic_regression,outliers,IF,impute_median_dummy,True,positive,negative
folktables,sex,demographic_parity,logistic_regression,outliers,SD,impute_mean_dummy,True,insignificant,positive
folktables,sex,demographic_parity,logistic_regression,outliers,SD,impute_mode_dummy,True,insignificant,positive
folktables,sex,demographic_parity,logistic_regression,outliers,SD,impute_median_dummy,True,insignificant,positive
folktables,sex,demographic_parity,logistic_regression,outliers,IQR,impute_mean_dummy,True,positive,negative
folktables,sex,demographic_parity,logistic_regression,outliers,IQR,impute_mode_dummy,True,positive,negative
folktables,sex,demographic_parity,logistic_regression,outliers,IQR,impute_median_dummy,True,positive,negative
folktables,sex,demographic_parity,logistic_regression,outliers,IF,impute_mean_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,logistic_regression,outliers,IF,impute_mode_dummy,True,insignificant,positive
folktables,sex,demographic_parity,logistic_regression,outliers,IF,impute_median_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,logistic_regression,outliers,SD,impute_mean_dummy,True,insignificant,positive
folktables,rac1p,demographic_parity,logistic_regression,outliers,SD,impute_mode_dummy,True,insignificant,positive
folktables,rac1p,demographic_parity,logistic_regression,outliers,SD,impute_median_dummy,True,insignificant,positive
folktables,rac1p,demographic_parity,logistic_regression,outliers,IQR,impute_mean_dummy,True,insignificant,negative
folktables,rac1p,demographic_parity,logistic_regression,outliers,IQR,impute_mode_dummy,True,insignificant,negative
folktables,rac1p,demographic_parity,logistic_regression,outliers,IQR,impute_median_dummy,True,insignificant,negative
folktables,rac1p,demographic_parity,logistic_regression,outliers,IF,impute_mean_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,logistic_regression,outliers,IF,impute_mode_dummy,True,insignificant,positive
folktables,rac1p,demographic_parity,logistic_regression,outliers,IF,impute_median_dummy,True,insignificant,insignificant
credit,age,demographic_parity,logistic_regression,outliers,SD,impute_mean_dummy,True,negative,insignificant
credit,age,demographic_parity,logistic_regression,outliers,SD,impute_mode_dummy,True,negative,insignificant
credit,age,demographic_parity,logistic_regression,outliers,SD,impute_median_dummy,True,negative,insignificant
credit,age,demographic_parity,logistic_regression,outliers,IQR,impute_mean_dummy,True,negative,negative
credit,age,demographic_parity,logistic_regression,outliers,IQR,impute_mode_dummy,True,negative,negative
credit,age,demographic_parity,logistic_regression,outliers,IQR,impute_median_dummy,True,negative,negative
credit,age,demographic_parity,logistic_regression,outliers,IF,impute_mean_dummy,True,negative,negative
credit,age,demographic_parity,logistic_regression,outliers,IF,impute_mode_dummy,True,negative,negative
credit,age,demographic_parity,logistic_regression,outliers,IF,impute_median_dummy,True,negative,negative
german,age,demographic_parity,logistic_regression,outliers,SD,impute_mean_dummy,True,insignificant,insignificant
german,age,demographic_parity,logistic_regression,outliers,SD,impute_mode_dummy,True,insignificant,insignificant
german,age,demographic_parity,logistic_regression,outliers,SD,impute_median_dummy,True,insignificant,insignificant
german,age,demographic_parity,logistic_regression,outliers,IQR,impute_mean_dummy,True,insignificant,negative
german,age,demographic_parity,logistic_regression,outliers,IQR,impute_mode_dummy,True,insignificant,negative
german,age,demographic_parity,logistic_regression,outliers,IQR,impute_median_dummy,True,insignificant,negative
german,age,demographic_parity,logistic_regression,outliers,IF,impute_mean_dummy,True,insignificant,insignificant
german,age,demographic_parity,logistic_regression,outliers,IF,impute_mode_dummy,True,insignificant,insignificant
german,age,demographic_parity,logistic_regression,outliers,IF,impute_median_dummy,True,insignificant,insignificant
heart,gender,demographic_parity,logistic_regression,outliers,SD,impute_mean_dummy,True,negative,positive
heart,gender,demographic_parity,logistic_regression,outliers,SD,impute_mode_dummy,True,negative,positive
heart,gender,demographic_parity,logistic_regression,outliers,SD,impute_median_dummy,True,negative,positive
heart,gender,demographic_parity,logistic_regression,outliers,IQR,impute_mean_dummy,True,negative,insignificant
heart,gender,demographic_parity,logistic_regression,outliers,IQR,impute_mode_dummy,True,negative,insignificant
heart,gender,demographic_parity,logistic_regression,outliers,IQR,impute_median_dummy,True,negative,insignificant
heart,gender,demographic_parity,logistic_regression,outliers,IF,impute_mean_dummy,True,negative,positive
heart,gender,demographic_parity,logistic_regression,outliers,IF,impute_mode_dummy,True,negative,positive
heart,gender,demographic_parity,logistic_regression,outliers,IF,impute_median_dummy,True,negative,positive
adult,sex,demographic_parity,knn_classification,outliers,SD,impute_mean_dummy,True,insignificant,positive
adult,sex,demographic_parity,knn_classification,outliers,SD,impute_mode_dummy,True,insignificant,positive
adult,sex,demographic_parity,knn_classification,outliers,SD,impute_median_dummy,True,insignificant,positive
adult,sex,demographic_parity,knn_classification,outliers,IQR,impute_mean_dummy,True,negative,negative
adult,sex,demographic_parity,knn_classification,outliers,IQR,impute_mode_dummy,True,negative,negative
adult,sex,demographic_parity,knn_classification,outliers,IQR,impute_median_dummy,True,negative,negative
adult,sex,demographic_parity,knn_classification,outliers,IF,impute_mean_dummy,True,insignificant,positive
adult,sex,demographic_parity,knn_classification,outliers,IF,impute_mode_dummy,True,insignificant,positive
adult,sex,demographic_parity,knn_classification,outliers,IF,impute_median_dummy,True,insignificant,positive
adult,race,demographic_parity,knn_classification,outliers,SD,impute_mean_dummy,True,insignificant,positive
adult,race,demographic_parity,knn_classification,outliers,SD,impute_mode_dummy,True,insignificant,positive
adult,race,demographic_parity,knn_classification,outliers,SD,impute_median_dummy,True,negative,positive
adult,race,demographic_parity,knn_classification,outliers,IQR,impute_mean_dummy,True,insignificant,negative
adult,race,demographic_parity,knn_classification,outliers,IQR,impute_mode_dummy,True,insignificant,negative
adult,race,demographic_parity,knn_classification,outliers,IQR,impute_median_dummy,True,negative,negative
adult,race,demographic_parity,knn_classification,outliers,IF,impute_mean_dummy,True,insignificant,positive
adult,race,demographic_parity,knn_classification,outliers,IF,impute_mode_dummy,True,insignificant,positive
adult,race,demographic_parity,knn_classification,outliers,IF,impute_median_dummy,True,insignificant,positive
folktables,sex,demographic_parity,knn_classification,outliers,SD,impute_mean_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,knn_classification,outliers,SD,impute_mode_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,knn_classification,outliers,SD,impute_median_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,knn_classification,outliers,IQR,impute_mean_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,knn_classification,outliers,IQR,impute_mode_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,knn_classification,outliers,IQR,impute_median_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,knn_classification,outliers,IF,impute_mean_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,knn_classification,outliers,IF,impute_mode_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,knn_classification,outliers,IF,impute_median_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,knn_classification,outliers,SD,impute_mean_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,knn_classification,outliers,SD,impute_mode_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,knn_classification,outliers,SD,impute_median_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,knn_classification,outliers,IQR,impute_mean_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,knn_classification,outliers,IQR,impute_mode_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,knn_classification,outliers,IQR,impute_median_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,knn_classification,outliers,IF,impute_mean_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,knn_classification,outliers,IF,impute_mode_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,knn_classification,outliers,IF,impute_median_dummy,True,insignificant,insignificant
credit,age,demographic_parity,knn_classification,outliers,SD,impute_mean_dummy,True,negative,positive
credit,age,demographic_parity,knn_classification,outliers,SD,impute_mode_dummy,True,negative,positive
credit,age,demographic_parity,knn_classification,outliers,SD,impute_median_dummy,True,negative,positive
credit,age,demographic_parity,knn_classification,outliers,IQR,impute_mean_dummy,True,negative,insignificant
credit,age,demographic_parity,knn_classification,outliers,IQR,impute_mode_dummy,True,negative,positive
credit,age,demographic_parity,knn_classification,outliers,IQR,impute_median_dummy,True,negative,insignificant
credit,age,demographic_parity,knn_classification,outliers,IF,impute_mean_dummy,True,negative,positive
credit,age,demographic_parity,knn_classification,outliers,IF,impute_mode_dummy,True,negative,positive
credit,age,demographic_parity,knn_classification,outliers,IF,impute_median_dummy,True,negative,positive
german,age,demographic_parity,knn_classification,outliers,SD,impute_mean_dummy,True,insignificant,negative
german,age,demographic_parity,knn_classification,outliers,SD,impute_mode_dummy,True,positive,negative
german,age,demographic_parity,knn_classification,outliers,SD,impute_median_dummy,True,insignificant,negative
german,age,demographic_parity,knn_classification,outliers,IQR,impute_mean_dummy,True,positive,negative
german,age,demographic_parity,knn_classification,outliers,IQR,impute_mode_dummy,True,positive,negative
german,age,demographic_parity,knn_classification,outliers,IQR,impute_median_dummy,True,positive,negative
german,age,demographic_parity,knn_classification,outliers,IF,impute_mean_dummy,True,insignificant,insignificant
german,age,demographic_parity,knn_classification,outliers,IF,impute_mode_dummy,True,insignificant,negative
german,age,demographic_parity,knn_classification,outliers,IF,impute_median_dummy,True,positive,negative
heart,gender,demographic_parity,knn_classification,outliers,SD,impute_mean_dummy,True,negative,positive
heart,gender,demographic_parity,knn_classification,outliers,SD,impute_mode_dummy,True,negative,positive
heart,gender,demographic_parity,knn_classification,outliers,SD,impute_median_dummy,True,negative,positive
heart,gender,demographic_parity,knn_classification,outliers,IQR,impute_mean_dummy,True,negative,positive
heart,gender,demographic_parity,knn_classification,outliers,IQR,impute_mode_dummy,True,negative,positive
heart,gender,demographic_parity,knn_classification,outliers,IQR,impute_median_dummy,True,negative,positive
heart,gender,demographic_parity,knn_classification,outliers,IF,impute_mean_dummy,True,negative,positive
heart,gender,demographic_parity,knn_classification,outliers,IF,impute_mode_dummy,True,negative,positive
heart,gender,demographic_parity,knn_classification,outliers,IF,impute_median_dummy,True,negative,positive
adult,sex,demographic_parity,XGBoost,outliers,SD,impute_mean_dummy,True,insignificant,negative
adult,sex,demographic_parity,XGBoost,outliers,SD,impute_mode_dummy,True,positive,negative
adult,sex,demographic_parity,XGBoost,outliers,SD,impute_median_dummy,True,positive,negative
adult,sex,demographic_parity,XGBoost,outliers,IQR,impute_mean_dummy,True,insignificant,negative
adult,sex,demographic_parity,XGBoost,outliers,IQR,impute_mode_dummy,True,insignificant,negative
adult,sex,demographic_parity,XGBoost,outliers,IQR,impute_median_dummy,True,insignificant,negative
adult,sex,demographic_parity,XGBoost,outliers,IF,impute_mean_dummy,True,insignificant,negative
adult,sex,demographic_parity,XGBoost,outliers,IF,impute_mode_dummy,True,positive,negative
adult,sex,demographic_parity,XGBoost,outliers,IF,impute_median_dummy,True,positive,negative
adult,race,demographic_parity,XGBoost,outliers,SD,impute_mean_dummy,True,negative,negative
adult,race,demographic_parity,XGBoost,outliers,SD,impute_mode_dummy,True,negative,negative
adult,race,demographic_parity,XGBoost,outliers,SD,impute_median_dummy,True,negative,negative
adult,race,demographic_parity,XGBoost,outliers,IQR,impute_mean_dummy,True,negative,negative
adult,race,demographic_parity,XGBoost,outliers,IQR,impute_mode_dummy,True,negative,negative
adult,race,demographic_parity,XGBoost,outliers,IQR,impute_median_dummy,True,negative,negative
adult,race,demographic_parity,XGBoost,outliers,IF,impute_mean_dummy,True,insignificant,negative
adult,race,demographic_parity,XGBoost,outliers,IF,impute_mode_dummy,True,insignificant,negative
adult,race,demographic_parity,XGBoost,outliers,IF,impute_median_dummy,True,insignificant,negative
folktables,sex,demographic_parity,XGBoost,outliers,SD,impute_mean_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,XGBoost,outliers,SD,impute_mode_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,XGBoost,outliers,SD,impute_median_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,XGBoost,outliers,IQR,impute_mean_dummy,True,positive,negative
folktables,sex,demographic_parity,XGBoost,outliers,IQR,impute_mode_dummy,True,positive,negative
folktables,sex,demographic_parity,XGBoost,outliers,IQR,impute_median_dummy,True,positive,negative
folktables,sex,demographic_parity,XGBoost,outliers,IF,impute_mean_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,XGBoost,outliers,IF,impute_mode_dummy,True,insignificant,insignificant
folktables,sex,demographic_parity,XGBoost,outliers,IF,impute_median_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,XGBoost,outliers,SD,impute_mean_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,XGBoost,outliers,SD,impute_mode_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,XGBoost,outliers,SD,impute_median_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,XGBoost,outliers,IQR,impute_mean_dummy,True,negative,negative
folktables,rac1p,demographic_parity,XGBoost,outliers,IQR,impute_mode_dummy,True,negative,negative
folktables,rac1p,demographic_parity,XGBoost,outliers,IQR,impute_median_dummy,True,negative,negative
folktables,rac1p,demographic_parity,XGBoost,outliers,IF,impute_mean_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,XGBoost,outliers,IF,impute_mode_dummy,True,insignificant,insignificant
folktables,rac1p,demographic_parity,XGBoost,outliers,IF,impute_median_dummy,True,insignificant,insignificant
credit,age,demographic_parity,XGBoost,outliers,SD,impute_mean_dummy,True,insignificant,insignificant
credit,age,demographic_parity,XGBoost,outliers,SD,impute_mode_dummy,True,negative,insignificant
credit,age,demographic_parity,XGBoost,outliers,SD,impute_median_dummy,True,negative,insignificant
credit,age,demographic_parity,XGBoost,outliers,IQR,impute_mean_dummy,True,negative,negative
credit,age,demographic_parity,XGBoost,outliers,IQR,impute_mode_dummy,True,negative,negative
credit,age,demographic_parity,XGBoost,outliers,IQR,impute_median_dummy,True,negative,negative
credit,age,demographic_parity,XGBoost,outliers,IF,impute_mean_dummy,True,insignificant,insignificant
credit,age,demographic_parity,XGBoost,outliers,IF,impute_mode_dummy,True,negative,negative
credit,age,demographic_parity,XGBoost,outliers,IF,impute_median_dummy,True,negative,negative
german,age,demographic_parity,XGBoost,outliers,SD,impute_mean_dummy,True,insignificant,negative
german,age,demographic_parity,XGBoost,outliers,SD,impute_mode_dummy,True,insignificant,insignificant
german,age,demographic_parity,XGBoost,outliers,SD,impute_median_dummy,True,insignificant,negative
german,age,demographic_parity,XGBoost,outliers,IQR,impute_mean_dummy,True,positive,insignificant
german,age,demographic_parity,XGBoost,outliers,IQR,impute_mode_dummy,True,insignificant,negative
german,age,demographic_parity,XGBoost,outliers,IQR,impute_median_dummy,True,insignificant,negative
german,age,demographic_parity,XGBoost,outliers,IF,impute_mean_dummy,True,insignificant,insignificant
german,age,demographic_parity,XGBoost,outliers,IF,impute_mode_dummy,True,insignificant,negative
german,age,demographic_parity,XGBoost,outliers,IF,impute_median_dummy,True,insignificant,negative
heart,gender,demographic_parity,XGBoost,outliers,SD,impute_mean_dummy,True,negative,negative
heart,gender,demographic_parity,XGBoost,outliers,SD,impute_mode_dummy,True,negative,negative
heart,gender,demographic_parity,XGBoost,outliers,SD,impute_median_dummy,True,negative,negative
heart,gender,demographic_parity,XGBoost,outliers,IQR,impute_mean_dummy,True,negative,negative
heart,gender,demographic_parity,XGBoost,outliers,IQR,impute_mode_dummy,True,negative,negative
heart,gender,demographic_parity,XGBoost,outliers,IQR,impute_median_dummy,True,insignificant,negative
heart,gender,demographic_parity,XGBoost,outliers,IF,impute_mean_dummy,True,insignificant,insignificant
heart,gender,demographic_parity,XGBoost,outliers,IF,impute_mode_dummy,True,positive,negative
heart,gender,demographic_parity,XGBoost,outliers,IF,impute_median_dummy,True,insignificant,negative
adult,sex,demographic_parity,logistic_regression,missing_values,,impute_mean_mode,True,insignificant,positive
adult,sex,demographic_parity,logistic_regression,missing_values,,impute_mean_dummy,True,insignificant,positive
adult,sex,demographic_parity,logistic_regression,missing_values,,impute_median_mode,True,insignificant,positive
adult,sex,demographic_parity,logistic_regression,missing_values,,impute_median_dummy,True,insignificant,positive
adult,sex,demographic_parity,logistic_regression,missing_values,,impute_mode_mode,True,insignificant,positive
adult,sex,demographic_parity,logistic_regression,missing_values,,impute_mode_dummy,True,insignificant,positive
adult,race,demographic_parity,logistic_regression,missing_values,,impute_mean_mode,True,insignificant,positive
adult,race,demographic_parity,logistic_regression,missing_values,,impute_mean_dummy,True,negative,positive
adult,race,demographic_parity,logistic_regression,missing_values,,impute_median_mode,True,insignificant,positive
adult,race,demographic_parity,logistic_regression,missing_values,,impute_median_dummy,True,negative,positive
adult,race,demographic_parity,logistic_regression,missing_values,,impute_mode_mode,True,insignificant,positive
adult,race,demographic_parity,logistic_regression,missing_values,,impute_mode_dummy,True,negative,positive
folktables,sex,demographic_parity,logistic_regression,missing_values,,impute_mean_mode,True,negative,positive
folktables,sex,demographic_parity,logistic_regression,missing_values,,impute_mean_dummy,True,negative,positive
folktables,sex,demographic_parity,logistic_regression,missing_values,,impute_median_mode,True,negative,positive
folktables,sex,demographic_parity,logistic_regression,missing_values,,impute_median_dummy,True,negative,positive
folktables,sex,demographic_parity,logistic_regression,missing_values,,impute_mode_mode,True,negative,positive
folktables,sex,demographic_parity,logistic_regression,missing_values,,impute_mode_dummy,True,negative,positive
folktables,rac1p,demographic_parity,logistic_regression,missing_values,,impute_mean_mode,True,positive,positive
folktables,rac1p,demographic_parity,logistic_regression,missing_values,,impute_mean_dummy,True,positive,positive
folktables,rac1p,demographic_parity,logistic_regression,missing_values,,impute_median_mode,True,positive,positive
folktables,rac1p,demographic_parity,logistic_regression,missing_values,,impute_median_dummy,True,positive,positive
folktables,rac1p,demographic_parity,logistic_regression,missing_values,,impute_mode_mode,True,positive,positive
folktables,rac1p,demographic_parity,logistic_regression,missing_values,,impute_mode_dummy,True,positive,positive
credit,age,demographic_parity,logistic_regression,missing_values,,impute_mean_mode,True,insignificant,insignificant
credit,age,demographic_parity,logistic_regression,missing_values,,impute_mean_dummy,True,insignificant,insignificant
credit,age,demographic_parity,logistic_regression,missing_values,,impute_median_mode,True,insignificant,insignificant
credit,age,demographic_parity,logistic_regression,missing_values,,impute_median_dummy,True,insignificant,insignificant
credit,age,demographic_parity,logistic_regression,missing_values,,impute_mode_mode,True,insignificant,insignificant
credit,age,demographic_parity,logistic_regression,missing_values,,impute_mode_dummy,True,insignificant,insignificant
german,age,demographic_parity,logistic_regression,missing_values,,impute_mean_mode,True,insignificant,positive
german,age,demographic_parity,logistic_regression,missing_values,,impute_mean_dummy,True,insignificant,positive
german,age,demographic_parity,logistic_regression,missing_values,,impute_median_mode,True,insignificant,positive
german,age,demographic_parity,logistic_regression,missing_values,,impute_median_dummy,True,insignificant,positive
german,age,demographic_parity,logistic_regression,missing_values,,impute_mode_mode,True,insignificant,positive
german,age,demographic_parity,logistic_regression,missing_values,,impute_mode_dummy,True,insignificant,positive
adult,sex,demographic_parity,knn_classification,missing_values,,impute_mean_mode,True,negative,insignificant
adult,sex,demographic_parity,knn_classification,missing_values,,impute_mean_dummy,True,positive,insignificant
adult,sex,demographic_parity,knn_classification,missing_values,,impute_median_mode,True,negative,insignificant
adult,sex,demographic_parity,knn_classification,missing_values,,impute_median_dummy,True,positive,insignificant
adult,sex,demographic_parity,knn_classification,missing_values,,impute_mode_mode,True,negative,insignificant
adult,sex,demographic_parity,knn_classification,missing_values,,impute_mode_dummy,True,positive,insignificant
adult,race,demographic_parity,knn_classification,missing_values,,impute_mean_mode,True,negative,insignificant
adult,race,demographic_parity,knn_classification,missing_values,,impute_mean_dummy,True,negative,insignificant
adult,race,demographic_parity,knn_classification,missing_values,,impute_median_mode,True,negative,insignificant
adult,race,demographic_parity,knn_classification,missing_values,,impute_median_dummy,True,negative,insignificant
adult,race,demographic_parity,knn_classification,missing_values,,impute_mode_mode,True,negative,insignificant
adult,race,demographic_parity,knn_classification,missing_values,,impute_mode_dummy,True,negative,insignificant
folktables,sex,demographic_parity,knn_classification,missing_values,,impute_mean_mode,True,negative,positive
folktables,sex,demographic_parity,knn_classification,missing_values,,impute_mean_dummy,True,negative,positive
folktables,sex,demographic_parity,knn_classification,missing_values,,impute_median_mode,True,negative,positive
folktables,sex,demographic_parity,knn_classification,missing_values,,impute_median_dummy,True,negative,positive
folktables,sex,demographic_parity,knn_classification,missing_values,,impute_mode_mode,True,negative,positive
folktables,sex,demographic_parity,knn_classification,missing_values,,impute_mode_dummy,True,negative,positive
folktables,rac1p,demographic_parity,knn_classification,missing_values,,impute_mean_mode,True,negative,positive
folktables,rac1p,demographic_parity,knn_classification,missing_values,,impute_mean_dummy,True,negative,positive
folktables,rac1p,demographic_parity,knn_classification,missing_values,,impute_median_mode,True,negative,positive
folktables,rac1p,demographic_parity,knn_classification,missing_values,,impute_median_dummy,True,negative,positive
folktables,rac1p,demographic_parity,knn_classification,missing_values,,impute_mode_mode,True,negative,positive
folktables,rac1p,demographic_parity,knn_classification,missing_values,,impute_mode_dummy,True,negative,positive
credit,age,demographic_parity,knn_classification,missing_values,,impute_mean_mode,True,insignificant,negative
credit,age,demographic_parity,knn_classification,missing_values,,impute_mean_dummy,True,insignificant,negative
credit,age,demographic_parity,knn_classification,missing_values,,impute_median_mode,True,insignificant,negative
credit,age,demographic_parity,knn_classification,missing_values,,impute_median_dummy,True,insignificant,negative
credit,age,demographic_parity,knn_classification,missing_values,,impute_mode_mode,True,insignificant,negative
credit,age,demographic_parity,knn_classification,missing_values,,impute_mode_dummy,True,insignificant,negative
german,age,demographic_parity,knn_classification,missing_values,,impute_mean_mode,True,positive,insignificant
german,age,demographic_parity,knn_classification,missing_values,,impute_mean_dummy,True,positive,insignificant
german,age,demographic_parity,knn_classification,missing_values,,impute_median_mode,True,positive,insignificant
german,age,demographic_parity,knn_classification,missing_values,,impute_median_dummy,True,positive,insignificant
german,age,demographic_parity,knn_classification,missing_values,,impute_mode_mode,True,positive,insignificant
german,age,demographic_parity,knn_classification,missing_values,,impute_mode_dummy,True,positive,insignificant
adult,sex,demographic_parity,XGBoost,missing_values,,impute_mean_mode,True,positive,insignificant
adult,sex,demographic_parity,XGBoost,missing_values,,impute_mean_dummy,True,positive,insignificant
adult,sex,demographic_parity,XGBoost,missing_values,,impute_median_mode,True,positive,insignificant
adult,sex,demographic_parity,XGBoost,missing_values,,impute_median_dummy,True,positive,insignificant
adult,sex,demographic_parity,XGBoost,missing_values,,impute_mode_mode,True,positive,insignificant
adult,sex,demographic_parity,XGBoost,missing_values,,impute_mode_dummy,True,positive,insignificant
adult,race,demographic_parity,XGBoost,missing_values,,impute_mean_mode,True,positive,insignificant
adult,race,demographic_parity,XGBoost,missing_values,,impute_mean_dummy,True,negative,insignificant
adult,race,demographic_parity,XGBoost,missing_values,,impute_median_mode,True,positive,insignificant
adult,race,demographic_parity,XGBoost,missing_values,,impute_median_dummy,True,negative,insignificant
adult,race,demographic_parity,XGBoost,missing_values,,impute_mode_mode,True,positive,insignificant
adult,race,demographic_parity,XGBoost,missing_values,,impute_mode_dummy,True,negative,insignificant
